CustomerID,Recency,Frequency,Monetary,Churn,R_Score,F_Score,M_Score,RFM_Score_Combined,avg_order_value,std_order_value,min_order_value,max_order_value,avg_items_per_order,total_items_purchased,unique_purchase_days,customer_lifetime_days,purchase_frequency_days,days_since_first_purchase,is_uk,value_per_frequency,consistency_ratio,purchase_acceleration
14032.0,48,96,1845.37,0,3,4,4,11,19.222604166666667,10.56770405227188,5.04,54.24,13.802083333333334,1325,6,198,33.0,246,1,19.222604166666667,0.5225689018672899,0.38866396761133604
14034.0,36,25,473.91,0,3,2,2,7,18.956400000000002,20.39578957366773,2.89,87.8,12.28,307,2,0,0.0,36,1,18.956400000000002,1.0220174767827728,0.6756756756756757
14035.0,147,23,700.58,1,1,2,3,6,30.46,21.396433857495552,10.08,81.6,16.26086956521739,374,2,29,14.5,177,1,30.46,0.6801155072312636,0.12921348314606743
14036.0,164,38,626.65,1,1,3,3,7,16.49078947368421,6.075939870162653,5.04,31.8,7.052631578947368,268,1,0,0.0,164,1,16.49078947368421,0.34737939526996287,0.23030303030303031
14037.0,55,28,147.20000000000002,0,3,2,1,6,5.257142857142858,4.015979984772738,1.25,17.700000000000003,1.6428571428571428,46,2,188,94.0,244,1,5.257142857142858,0.6418232852376521,0.11428571428571428
14038.0,23,65,1086.42,0,4,3,3,10,16.71415384615385,4.318664033988004,6.8,25.200000000000003,10.784615384615385,701,2,63,31.5,86,1,16.71415384615385,0.24379736517449774,0.7471264367816092
14040.0,14,127,2097.11,0,4,4,4,12,16.512677165354333,21.39130384239096,1.65,175.2,6.771653543307087,860,7,195,27.857142857142858,210,1,16.512677165354333,1.221475371264754,0.6018957345971564
14041.0,145,21,141.41,1,1,2,1,4,6.733809523809524,10.859188034190437,0.55,39.9,4.476190476190476,94,1,0,0.0,145,1,6.733809523809524,1.4041188887260585,0.14383561643835616
14044.0,24,111,340.23,0,4,4,2,10,3.0651351351351352,4.989871899405992,0.55,49.95,1.2792792792792793,142,2,164,82.0,189,1,3.0651351351351352,1.2274799566386658,0.5842105263157895
14045.0,217,5,1251.75,1,1,1,3,5,250.35,75.79394764755297,132.0,326.4,97.4,487,3,35,11.666666666666666,253,1,250.35,0.3015474344442131,0.01968503937007874
14046.0,163,14,154.99,1,1,1,1,3,11.070714285714287,10.525707331821687,2.0999999999999996,40.32,32.857142857142854,460,1,0,0.0,163,1,11.070714285714287,0.8720036845109391,0.08536585365853659
14047.0,79,18,635.92,0,2,2,3,7,35.32888888888888,26.37801488514717,9.3,85.0,11.666666666666666,210,3,173,57.666666666666664,252,1,35.32888888888888,0.7260892279371317,0.07114624505928854
14048.0,184,85,409.93,1,1,4,2,7,4.822705882352941,3.3477470705206014,1.25,23.6,3.388235294117647,288,1,0,0.0,184,1,4.822705882352941,0.5749469642055465,0.4594594594594595
14049.0,38,273,3244.74,0,3,4,4,11,11.885494505494504,13.176512604073231,0.85,119.4,7.875457875457876,2150,3,159,53.0,197,1,11.885494505494504,1.0225849383160759,1.378787878787879
14051.0,21,120,7944.64,0,4,4,4,12,66.20533333333334,53.9297448824045,6.959999999999999,297.0,17.233333333333334,2068,14,224,16.0,246,1,66.20533333333334,0.8024622780295882,0.48582995951417
14053.0,3,4,260.25,0,4,1,2,7,65.0625,51.54786408442804,12.5,112.5,53.75,215,2,35,17.5,39,1,65.0625,0.7802893333499041,0.1
14056.0,1,687,5028.34,0,4,4,4,12,7.319272197962155,7.75750677878433,0.39,74.25,3.997088791848617,2746,16,162,10.125,163,1,7.319272197962155,0.9324742109874188,4.189024390243903
14057.0,17,202,3593.09,0,4,4,4,12,17.787574257425742,16.370321087091064,0.65,125.4,15.717821782178218,3175,10,222,22.2,240,1,17.787574257425742,0.8713376651390072,0.8381742738589212
14059.0,146,8,183.6,1,1,1,1,3,22.95,11.947384651043926,10.2,51.0,16.0,128,1,0,0.0,146,1,22.95,0.4988469582899343,0.05442176870748299
14060.0,10,126,3795.82,0,4,4,4,12,30.125555555555557,29.024826188779983,5.04,124.8,28.650793650793652,3610,13,241,18.53846153846154,252,1,30.125555555555557,0.9325078916896434,0.4980237154150198
14062.0,24,81,6093.11,0,4,4,4,12,75.22358024691357,70.10175649205664,0.84,297.0,38.45679012345679,3115,8,219,27.375,243,1,75.22358024691357,0.9196859589247014,0.3319672131147541
14064.0,91,32,842.16,0,2,3,3,8,26.3175,56.502270008637986,0.65,311.03999999999996,40.46875,1295,3,62,20.666666666666668,153,1,26.3175,2.0683543519223204,0.2077922077922078
14066.0,146,7,152.55,1,1,1,1,3,21.792857142857144,10.437210218389641,15.0,38.25,6.428571428571429,45,1,0,0.0,146,1,21.792857142857144,0.4579158353414446,0.047619047619047616
14068.0,199,24,265.85,1,1,2,2,5,11.077083333333334,8.504525383156523,3.75,40.5,3.0416666666666665,73,1,0,0.0,199,1,11.077083333333334,0.7041870249982974,0.12
14071.0,139,29,356.81,1,1,2,2,5,12.303793103448276,10.735855616242606,0.95,40.56,10.172413793103448,295,2,4,2.0,144,1,12.303793103448276,0.8069770427698493,0.2
14075.0,140,18,307.92,1,1,2,2,5,17.10666666666667,9.919112863557912,5.04,47.7,15.0,270,1,0,0.0,140,1,17.10666666666667,0.5478155116103411,0.1276595744680851
14076.0,8,44,118.67,0,4,3,1,8,2.6970454545454547,2.826311245015274,0.21,16.95,1.7954545454545454,79,1,0,0.0,8,1,2.6970454545454547,0.7644783597508579,4.888888888888889
14077.0,61,34,310.4,0,3,3,2,8,9.129411764705882,9.28917028006154,0.95,39.0,4.352941176470588,148,3,91,30.333333333333332,153,1,9.129411764705882,0.9170493307842404,0.22077922077922077
14078.0,64,52,827.91,0,3,3,3,9,15.921346153846153,29.25172835710444,0.84,152.39999999999998,4.5576923076923075,237,5,188,37.6,252,1,15.921346153846153,1.7286880187399065,0.20553359683794467
14079.0,4,12,375.1,0,4,1,2,7,31.258333333333336,44.73882203377394,4.15,165.0,25.083333333333332,301,1,0,0.0,4,1,31.258333333333336,1.3868919256142784,2.4
14081.0,181,150,921.62,1,1,4,3,8,6.1441333333333334,4.354820238650727,0.65,25.5,3.9466666666666668,592,2,67,33.5,248,1,6.1441333333333334,0.6095659242992936,0.6024096385542169
14082.0,244,29,182.25,1,1,2,1,4,6.2844827586206895,5.241457394252438,0.95,23.4,3.793103448275862,110,1,0,0.0,244,1,6.2844827586206895,0.7195373464299205,0.11836734693877551
14083.0,5,98,533.39,0,4,4,2,10,5.442755102040816,5.073776482569646,0.65,29.700000000000003,3.816326530612245,374,7,245,35.0,251,1,5.442755102040816,0.7875165829231147,0.3888888888888889
14085.0,20,344,3220.94,0,4,4,4,12,9.363197674418604,7.339664175664973,0.55,51.0,6.366279069767442,2190,12,227,18.916666666666668,248,1,9.363197674418604,0.7082431896269645,1.3815261044176708
14088.0,8,295,25507.89,0,4,4,4,12,86.46742372881356,64.10698997307767,1.06,459.0,23.97966101694915,7074,7,193,27.571428571428573,201,1,86.46742372881356,0.7329241818283888,1.4603960396039604
14090.0,204,1,76.32000000000001,1,1,1,1,3,76.32000000000001,0.0,76.32000000000001,76.32000000000001,72.0,72,1,0,0.0,204,1,76.32000000000001,0.0,0.004878048780487805
14092.0,10,139,2437.8,0,4,4,4,12,17.538129496402878,8.877303217638326,0.85,45.0,9.079136690647482,1262,9,226,25.11111111111111,237,1,17.538129496402878,0.4788672567726356,0.5840336134453782
14099.0,37,173,1960.9,0,3,4,4,11,11.334682080924855,12.127844261823185,0.75,121.68,8.872832369942197,1535,7,197,28.142857142857142,234,1,11.334682080924855,0.9832311998197718,0.7361702127659574
14100.0,17,25,191.95,0,4,2,1,7,7.678,5.351773070674802,0.95,23.85,2.52,63,1,0,0.0,17,1,7.678,0.616705815933948,1.3888888888888888
14101.0,22,30,4944.389999999999,0,4,2,4,10,164.813,133.77493051957546,0.85,540.0,213.53333333333333,6406,5,183,36.6,205,1,164.813,0.8067819201122679,0.14563106796116504
14104.0,34,21,216.21,0,3,2,1,6,10.295714285714286,18.6870349631579,0.1,85.0,3.4285714285714284,72,2,11,5.5,45,1,10.295714285714286,1.6543473471873693,0.45652173913043476
14105.0,118,74,1266.23,0,2,4,3,9,17.111216216216217,9.398281678081123,5.04,53.55,10.81081081081081,800,1,0,0.0,118,1,17.111216216216217,0.5189205167605583,0.6218487394957983
14107.0,55,90,1836.84,0,3,4,4,11,20.409333333333333,9.103476654059769,6.959999999999999,45.0,14.222222222222221,1280,5,188,37.6,243,1,20.409333333333333,0.42521065519990203,0.36885245901639346
14110.0,29,79,2398.64,0,3,4,4,11,30.362531645569618,33.73278723340605,6.6000000000000005,162.72,13.670886075949367,1080,4,117,29.25,146,1,30.362531645569618,1.0755760285752078,0.5374149659863946
14111.0,121,2,94.2,1,2,1,1,4,47.1,45.396255352176354,15.0,79.2,74.0,148,1,0,0.0,121,1,47.1,0.943789092560839,0.01639344262295082
14112.0,10,110,1900.82,0,4,4,4,12,17.280181818181816,6.705022899045954,6.8,40.8,10.436363636363636,1148,4,145,36.25,155,1,17.280181818181816,0.3667919151863692,0.7051282051282052
14113.0,234,2,433.5,1,1,1,2,4,216.75,270.46834380385445,25.5,408.0,51.0,102,1,0,0.0,234,1,216.75,1.2421049083988724,0.00851063829787234
14114.0,153,15,386.53,1,1,2,2,5,25.768666666666665,19.19438938360696,8.5,89.69999999999999,6.733333333333333,101,2,56,28.0,210,1,25.768666666666665,0.7170468975023148,0.07109004739336493
14116.0,1,17,319.97,0,4,2,2,8,18.821764705882355,6.768495249401928,10.08,37.5,9.529411764705882,162,1,0,0.0,1,1,18.821764705882355,0.341467843546407,8.5
14117.0,23,3,90.0,0,4,1,1,6,30.0,0.0,30.0,30.0,24.0,72,1,0,0.0,23,1,30.0,0.0,0.125
14127.0,2,44,709.71,0,4,3,3,10,16.129772727272726,5.029535781730162,2.9,23.6,7.295454545454546,321,3,187,62.333333333333336,190,1,16.129772727272726,0.29361369014093897,0.23036649214659685
14128.0,135,22,305.54,1,1,2,2,5,13.888181818181819,6.203454211634368,5.04,29.700000000000003,12.227272727272727,269,1,0,0.0,135,1,13.888181818181819,0.41666969730706505,0.16176470588235295
14129.0,140,16,358.90000000000003,1,1,2,2,5,22.431250000000002,7.966908120469322,12.6,39.0,10.25,164,1,0,0.0,140,1,22.431250000000002,0.34001208302883207,0.11347517730496454
14130.0,198,66,480.91,1,1,3,2,6,7.286515151515152,6.1126183467981265,1.25,40.8,3.893939393939394,257,1,0,0.0,198,1,7.286515151515152,0.7376585011952174,0.3316582914572864
14132.0,8,69,1214.34,0,4,3,3,10,17.59913043478261,11.734596629465624,4.32,70.2,16.72463768115942,1154,4,54,13.5,63,1,17.59913043478261,0.6309217880165257,1.078125
14133.0,9,28,605.64,0,4,2,3,9,21.63,8.121358671224087,10.2,39.599999999999994,12.428571428571429,348,3,186,62.0,195,1,21.63,0.35887576982872677,0.14285714285714285
14135.0,65,89,2441.46,0,2,4,4,10,27.432134831460676,23.950348900092443,7.800000000000001,144.0,30.865168539325843,2747,9,186,20.666666666666668,252,1,27.432134831460676,0.8423689969840374,0.35177865612648224
14142.0,252,22,311.81,1,1,2,2,5,14.173181818181819,5.9971353370657114,5.04,25.200000000000003,14.227272727272727,313,1,0,0.0,252,1,14.173181818181819,0.3952457308512197,0.08695652173913043
14143.0,13,7,115.8,0,4,1,1,6,16.54285714285714,1.7501020378415473,15.0,19.799999999999997,4.285714285714286,30,1,0,0.0,13,1,16.54285714285714,0.09976151681507192,0.5
14145.0,36,8,2851.2,0,3,1,4,8,356.4,148.92368131745488,237.6,594.0,72.0,576,3,60,20.0,96,1,356.4,0.4166862935575123,0.08247422680412371
14146.0,134,65,1903.73,1,1,3,4,8,29.288153846153847,33.47217869422996,7.800000000000001,183.6,12.476923076923077,811,2,102,51.0,236,1,29.288153846153847,1.1051244279941623,0.2742616033755274
14147.0,165,2,182.8,1,1,1,1,3,91.4,63.07392488184005,46.8,136.0,20.0,40,1,0,0.0,165,1,91.4,0.6826182346519486,0.012048192771084338
14148.0,113,3,157.2,0,2,1,1,4,52.4,65.03850782421134,14.85,127.5,5.333333333333333,16,1,0,0.0,113,1,52.4,1.2179495847230588,0.02631578947368421
14149.0,100,28,446.62,0,2,2,2,6,15.950714285714286,3.7069403661654547,4.68,25.5,7.785714285714286,218,1,0,0.0,100,1,15.950714285714286,0.21868933094398202,0.27722772277227725
14150.0,239,12,306.18,1,1,1,2,4,25.515,29.75594073611031,4.5600000000000005,102.0,21.833333333333332,262,1,0,0.0,239,1,25.515,1.1222304633645224,0.05
14152.0,113,29,314.51,0,2,2,2,6,10.845172413793103,5.46927693098304,3.3600000000000003,25.200000000000003,12.724137931034482,369,1,0,0.0,113,1,10.845172413793103,0.4617304619909411,0.2543859649122807
14154.0,118,52,1345.62,0,2,3,4,9,25.87730769230769,30.123255046062603,10.08,195.0,8.942307692307692,465,2,0,0.0,118,1,25.87730769230769,1.120769066266407,0.4369747899159664
14155.0,145,6,118.75,1,1,1,1,3,19.791666666666668,4.756092583904004,17.85,29.5,4.166666666666667,25,1,0,0.0,145,1,19.791666666666668,0.22874994391522263,0.0410958904109589
14156.0,0,962,82931.24,0,4,4,4,12,86.20711018711019,176.19239549582755,1.25,2365.2,40.96777546777547,39411,31,250,8.064516129032258,251,0,86.20711018711019,2.020390253934478,3.8174603174603177
14157.0,164,37,269.18,1,1,3,2,6,7.275135135135136,6.554040577986826,0.65,35.400000000000006,5.027027027027027,186,1,0,0.0,164,1,7.275135135135136,0.7920161388252418,0.22424242424242424
14159.0,24,567,2160.34,0,4,4,4,12,3.810123456790124,3.9273000038729564,0.12,51.0,3.379188712522046,1916,6,218,36.333333333333336,242,1,3.810123456790124,0.8164655313220817,2.3333333333333335
14161.0,95,104,1097.6200000000001,0,2,4,3,9,10.554038461538463,7.8605786144434795,1.25,39.8,4.326923076923077,450,3,153,51.0,248,1,10.554038461538463,0.6803316987917326,0.41767068273092367
14162.0,53,25,289.36,0,3,2,2,7,11.5744,8.98245608580044,2.55,40.8,5.68,142,2,118,59.0,172,1,11.5744,0.7143447071669773,0.14450867052023122
14163.0,31,42,1659.39,0,3,3,4,10,39.50928571428572,30.49244227776315,2.8499999999999996,142.8,14.023809523809524,589,3,86,28.666666666666668,118,1,39.50928571428572,0.7527272263655318,0.35294117647058826
14165.0,155,24,120.44,1,1,2,1,4,5.0183333333333335,3.8084741514573577,0.39,17.0,2.2083333333333335,53,1,0,0.0,155,1,5.0183333333333335,0.632812099383665,0.15384615384615385
14167.0,44,39,389.85,0,3,3,2,8,9.996153846153847,5.955773234250425,1.95,25.5,2.641025641025641,103,3,166,55.333333333333336,210,1,9.996153846153847,0.5416233091658308,0.1848341232227488
14173.0,98,11,114.04,0,2,1,1,4,10.367272727272727,9.014032494848342,2.95,35.400000000000006,3.6363636363636362,40,1,0,0.0,98,1,10.367272727272727,0.7929811055928644,0.1111111111111111
14175.0,50,59,1205.99,0,3,3,3,9,20.440508474576273,11.690505493883196,4.68,50.849999999999994,10.610169491525424,626,2,158,79.0,209,1,20.440508474576273,0.5452531831390829,0.28095238095238095
14176.0,176,31,576.9000000000001,1,1,2,3,6,18.609677419354842,8.464715188699882,7.5,35.400000000000006,6.741935483870968,209,4,70,17.5,247,1,18.609677419354842,0.43166009351817125,0.125
14177.0,59,19,108.13,0,3,2,1,6,5.691052631578947,3.266907975333594,1.65,10.2,2.0,38,1,0,0.0,59,1,5.691052631578947,0.4882502283594611,0.31666666666666665
14178.0,22,79,296.82,0,4,4,2,10,3.757215189873418,4.920916095843376,0.24,24.96,3.4556962025316458,273,2,39,19.5,61,1,3.757215189873418,1.034411078632395,1.2741935483870968
14180.0,2,209,3975.37,0,4,4,4,12,19.02090909090909,12.445568319855699,7.5,165.0,2.889952153110048,604,20,249,12.45,251,1,19.02090909090909,0.6216285316188198,0.8293650793650794
14185.0,210,3,197.65,1,1,1,1,3,65.88333333333334,85.9119656004525,12.75,165.0,2.0,6,1,0,0.0,210,1,65.88333333333334,1.2845048432661723,0.014218009478672985
14188.0,33,34,1090.3600000000001,0,3,3,3,9,32.06941176470588,12.930065724639368,6.959999999999999,62.400000000000006,17.58823529411765,598,3,156,52.0,189,1,32.06941176470588,0.3909977539557957,0.17894736842105263
14189.0,37,137,2477.53,0,3,4,4,11,18.084160583941607,11.267194940488267,2.88,76.32000000000001,15.364963503649635,2105,9,210,23.333333333333332,248,1,18.084160583941607,0.5903951023116554,0.5502008032128514
14191.0,1,94,1878.99,0,4,4,4,12,19.989255319148935,12.614945329887354,3.3600000000000003,79.0,12.585106382978724,1183,6,99,16.5,100,1,19.989255319148935,0.6010191947295279,0.9306930693069307
14193.0,149,23,422.53999999999996,1,1,2,2,5,18.371304347826086,7.286764654524993,10.44,39.599999999999994,10.869565217391305,250,1,0,0.0,149,1,18.371304347826086,0.3761628294969584,0.15333333333333332
14194.0,17,246,4527.65,0,4,4,4,12,18.405081300813006,11.418746338917725,6.959999999999999,129.0,8.78048780487805,2160,10,170,17.0,187,1,18.405081300813006,0.5884410460284605,1.3085106382978724
14195.0,81,7,1012.0,0,2,1,3,6,144.57142857142858,128.11772859738178,39.8,392.0,108.57142857142857,760,2,50,25.0,131,1,144.57142857142858,0.8801021591576765,0.05303030303030303
14198.0,24,21,356.95,0,4,2,2,8,16.997619047619047,4.5150159520891,10.2,27.8,7.9523809523809526,167,2,94,47.0,118,1,16.997619047619047,0.2508674030794314,0.17647058823529413
14199.0,97,2,185.39999999999998,0,2,1,1,4,92.69999999999999,116.67261889578033,10.2,175.2,14.0,28,1,0,0.0,97,1,92.69999999999999,1.2451720266358628,0.02040816326530612
14201.0,28,24,521.24,0,3,2,2,7,21.718333333333334,16.077513236942398,7.5,67.6,15.0,360,5,210,42.0,238,1,21.718333333333334,0.7076889400752284,0.100418410041841
14205.0,143,14,222.9,1,1,1,1,3,15.921428571428573,1.9706221475340344,13.2,19.8,9.0,126,1,0,0.0,143,1,15.921428571428573,0.11645719740597925,0.09722222222222222
14206.0,118,20,328.15999999999997,0,2,2,2,6,16.407999999999998,7.082534188150157,10.08,30.0,13.8,276,1,0,0.0,118,1,16.407999999999998,0.4068551348891405,0.16806722689075632
14209.0,0,81,1876.33,0,4,4,4,12,23.164567901234566,16.140391495358987,7.800000000000001,81.6,8.11111111111111,657,5,211,42.2,211,1,23.164567901234566,0.6679362760107279,0.38207547169811323
14210.0,77,85,1591.25,0,2,4,4,10,18.720588235294116,6.155087975260246,6.6000000000000005,39.8,7.305882352941176,621,5,174,34.8,251,1,18.720588235294116,0.3121148264859782,0.3373015873015873
14211.0,87,48,909.89,0,2,3,3,8,18.956041666666668,11.276582162819668,5.04,62.400000000000006,10.354166666666666,497,5,87,17.4,174,1,18.956041666666668,0.565071087301615,0.2742857142857143
14214.0,35,59,899.16,0,3,3,3,9,15.24,5.792357628509461,4.5600000000000005,33.9,11.372881355932204,671,3,121,40.333333333333336,157,1,15.24,0.3566722677653609,0.37341772151898733
14215.0,66,62,1098.27,0,2,3,3,8,17.714032258064517,6.178220195641106,10.08,35.400000000000006,9.5,589,4,181,45.25,247,1,17.714032258064517,0.3301383748004762,0.25
14217.0,35,56,1085.0,0,3,3,3,9,19.375,8.770051933089727,9.95,64.67999999999999,6.0,336,9,210,23.333333333333332,245,1,19.375,0.4304319967160602,0.22764227642276422
14220.0,126,21,632.4,1,2,2,3,7,30.114285714285714,25.11345208676589,14.85,121.68,12.952380952380953,272,2,110,55.0,237,1,30.114285714285714,0.8071357419989037,0.08823529411764706
14221.0,28,105,2029.01,0,3,4,4,11,19.32390476190476,16.259625639982644,3.9,131.39999999999998,10.514285714285714,1104,6,189,31.5,218,1,19.32390476190476,0.8000246916360175,0.4794520547945205
14222.0,56,41,683.17,0,3,3,3,9,16.662682926829266,7.721414709879999,5.04,40.8,14.804878048780488,607,1,0,0.0,56,1,16.662682926829266,0.4371597872116768,0.7192982456140351
14223.0,37,39,656.59,0,3,3,3,9,16.835641025641028,5.759949650214787,6.959999999999999,39.6,10.025641025641026,391,2,106,53.0,143,1,16.835641025641028,0.32294604056754217,0.2708333333333333
14224.0,24,96,860.25,0,4,4,3,11,8.9609375,11.061610721021648,0.65,64.35000000000001,4.072916666666667,391,3,174,58.0,199,1,8.9609375,1.110498958659428,0.48
14226.0,89,41,1692.0,0,2,3,4,9,41.26829268292683,41.19244468967817,6.959999999999999,232.0,26.21951219512195,1075,2,58,29.0,148,1,41.26829268292683,0.9745471623062926,0.2751677852348993
14227.0,75,134,2399.52,0,2,4,4,10,17.906865671641793,7.3958813388813045,7.800000000000001,70.80000000000001,9.544776119402986,1279,6,88,14.666666666666666,164,1,17.906865671641793,0.391174373760655,0.8121212121212121
14229.0,171,26,762.13,1,1,2,3,6,29.31269230769231,35.29763692460925,12.5,175.2,11.653846153846153,303,2,41,20.5,213,1,29.31269230769231,1.1644507378729911,0.12149532710280374
14231.0,63,50,925.71,0,3,3,3,9,18.514200000000002,9.942043088596542,8.5,79.9,8.18,409,3,104,34.666666666666664,168,1,18.514200000000002,0.5094773594918849,0.2958579881656805
14232.0,16,77,1315.73,0,4,4,4,12,17.087402597402598,9.177489251108044,4.5600000000000005,53.1,14.61038961038961,1125,3,127,42.333333333333336,144,1,17.087402597402598,0.5073967476361674,0.5310344827586206
14233.0,91,20,959.1,0,2,2,3,7,47.955,60.9042840512018,8.5,232.0,20.5,410,3,105,35.0,197,1,47.955,1.2440871014442203,0.10101010101010101
14235.0,37,72,2802.86,0,3,3,4,10,38.92861111111111,37.565523387004646,9.9,179.0,25.569444444444443,1841,4,102,25.5,139,1,38.92861111111111,0.9408171820068923,0.5142857142857142
14236.0,251,3,189.3,1,1,1,1,3,63.1,82.53344776513339,15.0,158.4,12.666666666666666,38,1,0,0.0,251,1,63.1,1.2875732880676036,0.011904761904761904
14237.0,252,9,161.0,1,1,1,1,3,17.88888888888889,6.67845312262586,10.2,33.9,4.222222222222222,38,1,0,0.0,252,1,17.88888888888889,0.3535651653154867,0.03557312252964427
14238.0,205,8,146.85,1,1,1,1,3,18.35625,8.843780603177743,7.5,30.0,13.875,111,1,0,0.0,205,1,18.35625,0.4568953492116367,0.038834951456310676
14239.0,10,73,1415.54,0,4,4,4,12,19.39095890410959,8.760867880077667,9.9,56.4,8.95890410958904,654,7,185,26.428571428571427,195,1,19.39095890410959,0.4296447225104261,0.37244897959183676
14240.0,105,10,226.85,0,2,1,1,4,22.685,7.164187555706045,15.0,31.8,7.9,79,1,0,0.0,105,1,22.685,0.3024778364241522,0.09433962264150944
14241.0,63,10,213.70000000000002,0,3,1,1,5,21.37,16.262707851605363,13.2,66.4,14.6,146,1,0,0.0,63,1,21.37,0.7269873871973788,0.15625
14242.0,114,16,280.55,0,2,2,2,6,17.534375,3.4350506425184864,10.2,25.5,7.6875,123,2,91,45.5,205,1,17.534375,0.18533404242217427,0.07766990291262135
14243.0,19,112,1990.78,0,4,4,4,12,17.77482142857143,7.212481046817934,4.68,47.400000000000006,7.732142857142857,866,7,225,32.142857142857146,245,1,17.77482142857143,0.38415710499605693,0.45528455284552843
14245.0,99,108,1693.45,0,2,4,4,10,15.680092592592594,5.855330584435752,6.6000000000000005,39.6,9.037037037037036,976,2,43,21.5,143,1,15.680092592592594,0.3510370552161099,0.75
14246.0,17,50,969.87,0,4,3,3,10,19.3974,7.5659267908222345,10.2,39.6,9.66,483,2,108,54.0,125,1,19.3974,0.37092603914333366,0.3968253968253968
14247.0,157,20,136.77,1,1,2,1,4,6.838500000000001,5.2969020489140135,1.65,20.65,2.35,47,1,0,0.0,157,1,6.838500000000001,0.6757545511148834,0.12658227848101267
14248.0,197,8,302.58,1,1,1,2,4,37.8225,67.21671172940763,10.08,204.0,12.75,102,1,0,0.0,197,1,37.8225,1.7313854524929522,0.04040404040404041
14256.0,139,53,969.0600000000001,1,1,3,3,7,18.284150943396227,8.320025294423981,6.8,45.0,7.811320754716981,414,2,104,52.0,244,1,18.284150943396227,0.4314436927425699,0.2163265306122449
14257.0,2,100,2725.84,0,4,4,4,12,27.2584,22.220317244005372,5.04,118.8,13.38,1338,4,195,48.75,198,1,27.2584,0.7863260922064013,0.5025125628140703
14258.0,31,87,9386.32,0,3,4,4,11,107.88873563218391,78.61429213223606,13.2,504.0,62.298850574712645,5420,7,185,26.428571428571427,217,1,107.88873563218391,0.7219690051116754,0.39908256880733944
14259.0,21,5,120.0,0,4,1,1,6,24.0,11.480635870891469,15.0,39.599999999999994,13.6,68,1,0,0.0,21,1,24.0,0.45922543483565875,0.22727272727272727
14262.0,36,31,545.5,0,3,2,3,8,17.596774193548388,9.82081068856564,10.0,59.4,13.193548387096774,409,2,83,41.5,120,1,17.596774193548388,0.5280921619176666,0.256198347107438
14264.0,34,17,333.97,0,3,2,2,7,19.64529411764706,8.738742842685568,12.5,47.6,4.117647058823529,70,2,90,45.0,125,1,19.64529411764706,0.423280133132902,0.1349206349206349
14265.0,28,15,252.05,0,3,2,1,6,16.803333333333335,7.9263229329932825,10.5,29.9,18.066666666666666,271,1,0,0.0,28,0,16.803333333333335,0.44521566745889996,0.5172413793103449
14267.0,42,55,1516.24,0,3,3,4,10,27.568,16.63918561041308,10.08,76.5,9.636363636363637,530,3,97,32.333333333333336,140,1,27.568,0.5824413893311775,0.3900709219858156
14270.0,211,29,492.65000000000003,1,1,2,2,5,16.98793103448276,5.594012346959116,9.95,31.8,6.793103448275862,197,1,0,0.0,211,1,16.98793103448276,0.3109869798942094,0.13679245283018868
14271.0,105,10,112.32000000000001,0,2,1,1,4,11.232000000000001,5.521539237889699,5.04,19.9,8.8,88,1,0,0.0,105,1,11.232000000000001,0.45140118033761434,0.09433962264150944
14272.0,133,8,132.09,1,2,1,1,4,16.51125,5.918487831725746,6.959999999999999,25.5,10.875,87,1,0,0.0,133,1,16.51125,0.33798203050757347,0.05970149253731343
14273.0,15,23,450.05,0,4,2,2,8,19.567391304347826,5.554924283414348,10.5,41.6,8.521739130434783,196,3,106,35.333333333333336,121,1,19.567391304347826,0.2700840471800655,0.1885245901639344
14276.0,60,43,720.4,0,3,3,3,9,16.753488372093024,5.682856794874567,9.96,44.849999999999994,11.906976744186046,512,2,109,54.5,169,1,16.753488372093024,0.3200980379612344,0.2529411764705882
14277.0,91,74,1629.03,0,2,4,4,10,22.013918918918918,18.6313080017574,1.69,86.39999999999999,11.554054054054054,855,1,0,0.0,91,0,22.013918918918918,0.8095669437003739,0.8043478260869565
14280.0,76,8,134.04,0,2,1,1,4,16.755,5.854624545726956,5.04,25.5,6.5,52,1,0,0.0,76,1,16.755,0.3297451166278207,0.1038961038961039
14282.0,41,81,2223.58,0,3,4,4,11,27.451604938271604,30.440403802216146,2.34,179.0,19.530864197530864,1582,7,205,29.285714285714285,247,1,27.451604938271604,1.069901113426094,0.32661290322580644
14285.0,56,1,5.9,0,3,1,1,5,5.9,0.0,5.9,5.9,2.0,2,1,0,0.0,56,1,5.9,0.0,0.017543859649122806
14286.0,122,141,2050.08,1,2,4,4,10,14.539574468085107,7.370101944666166,5.04,50.88,14.170212765957446,1998,1,0,0.0,122,1,14.539574468085107,0.47427952160483844,1.146341463414634
14287.0,78,4,83.28,0,2,1,1,4,20.82,6.435029137463171,15.6,30.0,54.0,216,2,0,0.0,78,1,20.82,0.2949142592787888,0.05063291139240506
14288.0,92,16,426.6,0,2,2,2,6,26.6625,15.807039571026573,15.0,69.6,11.75,188,1,0,0.0,92,1,26.6625,0.5714248376331341,0.17204301075268819
14289.0,14,42,832.78,0,4,3,3,10,19.828095238095237,12.817687519851702,6.72,67.5,6.619047619047619,278,5,154,30.8,169,1,19.828095238095237,0.6154037310338274,0.24705882352941178
